step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
688,0.27576,0.94565,,
689,0.4405,0.84211,,
690,0.10688,0.96471,,
691,2.49071,0.48619,,
692,1.30212,0.66071,,
693,0.42252,0.92737,,
694,0.08709,0.90909,,
695,2.01567,0.55556,,
696,1.57542,0.66667,,
697,1.05467,0.77465,,
698,0.14749,0.95413,,
699,0.29669,0.91111,,
700,0.0938,0.96599,1.79096,0.59302
701,0.43247,0.90588,,
702,0.50698,0.85714,,
703,0.43475,0.88136,,
704,0.63065,0.8481,,
705,0.13407,0.95833,,
706,0.17252,0.93443,,
707,0.9546,0.77434,,
708,0.18023,0.92381,,
709,1.12905,0.84444,,
710,0.70477,0.83333,,
711,0.14408,0.95349,,
712,2.71981,0.45699,,
713,1.35786,0.7,,
714,0.24991,0.93382,,
715,0.0406,0.97561,,
716,0.29043,0.93162,,
717,0.61227,0.85455,,
718,0.10369,0.92,,
719,0.85829,0.83099,,
720,0.22744,0.92593,,
721,0.29594,0.91954,,
722,0.17116,0.95161,,
723,0.13342,0.9375,,
724,1.3666,0.68831,,
725,0.08643,0.90476,,
726,0.05822,0.97368,,
727,1.9528,0.56154,,
728,0.20431,0.94231,,
729,1.53638,0.63014,,
730,0.41776,0.91209,,
731,1.08839,0.75439,,
732,0.1492,0.96413,,
733,0.63821,0.84848,,
734,0.28214,0.92754,,
735,0.16624,0.89855,,
736,0.71477,0.82576,,
737,0.06172,0.95238,,
738,0.15317,0.95294,,
739,0.15153,0.97143,,
740,1.8055,0.62069,,
741,0.16347,0.95349,,
742,0.41965,0.84211,,
743,0.80879,0.80851,,
744,0.25526,0.94853,,
745,0.14588,0.93151,,
746,0.60964,0.85366,,
747,0.47607,0.84848,,
748,0.11733,0.95775,,
749,0.33506,0.9186,,
750,1.56747,0.59483,,
751,0.14085,0.97333,,
752,0.72504,0.82533,,
753,0.09066,0.975,,
754,0.95227,0.7561,,
755,0.42404,0.85135,,
756,0.08382,0.9685,,
757,0.66907,0.84348,,
758,0.11162,0.93182,,
759,1.18071,0.73554,,
760,0.13967,0.96341,,
761,0.61763,0.83696,,
762,0.78606,0.83019,,
763,0.25632,0.93421,,
764,0.3925,0.85135,,
765,0.7331,0.84615,,
766,0.17032,0.92063,,
767,0.08513,0.97222,,
768,0.23671,0.92727,,
769,0.45,0.8806,,
770,0.02677,0.97183,,
771,1.19905,0.79245,,
772,1.30776,0.72414,,
773,0.41491,0.8777,,
774,0.2231,0.96552,,
775,0.72964,0.82653,,
776,0.47673,0.83721,,
777,0.15182,0.89655,,
778,0.20301,0.96226,,
779,0.12009,0.9589,,
780,3.05059,0.37209,,
781,0.28211,0.88571,,
782,0.39373,0.9,,
783,0.07919,0.98701,,
784,0.43309,0.83871,,
785,0.20645,0.91089,,
786,0.65308,0.82418,,
787,0.66713,0.85714,,
788,0.38812,0.89286,,
789,1.23155,0.78689,,
790,0.10865,0.98413,,
791,0.25121,0.94595,,
792,0.04156,0.99231,,
793,0.88709,0.83721,,
794,0.63725,0.89655,,
795,0.11303,0.92,,
796,0.73813,0.85882,,
797,1.08405,0.80435,,
798,0.07237,0.91304,,
799,1.13698,0.71739,,
800,1.01452,0.77372,0.34344,0.85294
801,0.45804,0.86667,,
802,0.78271,0.83673,,
803,0.7274,0.79839,,
804,0.03133,1.0,,
805,0.23044,0.94444,,
806,0.32108,0.90714,,
807,0.22901,0.94286,,
808,0.04907,0.97917,,
809,0.32163,0.92285,,
810,0.35396,0.86957,,
811,0.20338,0.9375,,
812,0.09272,0.94737,,
813,0.32894,0.92063,,
814,0.05575,1.0,,
815,0.38391,0.85185,,
816,0.14173,0.96875,,
817,0.91916,0.85714,,
818,0.74342,0.77419,,
819,0.87045,0.79817,,
820,0.1,0.96078,,
